preference_model,pricing_model,n_items,gamma,delta,K,alpha,lambda_,seed,T,utility_gap_M_minus_m,purchase_gap_M_minus_m,revenue_gap_M_minus_m,recommended_value_gap_M_minus_m,best_recommended_value_gap_M_minus_m,overall_minority_item_exposure,minority_population_share,random_minority_item_share,exposure_representation_gap,exposure_random_gap,total_revenue,avg_revenue_per_user,overall_purchase_rate,minority_item_purchase_share,avg_shown_price,avg_oracle_price_all_items,avg_final_mle_price_all_items,avg_abs_mle_oracle_price_error_all_items,avg_abs_mle_oracle_price_error_minority_items,avg_abs_mle_oracle_price_error_majority_items,avg_oracle_r_star_minority_items,avg_oracle_r_star_majority_items,avg_mle_exposures_minority_items,avg_mle_exposures_majority_items,n_minority_preferred_items
gaussian,oracle,50,0.7,0.99,1,0.9,0.25,0,300,0.02208169351964591,0.021818181818181848,0.00842545454545457,0.0004978803604914206,0.0004978803604914206,0.08333333333333333,0.09999999999999998,0.19999999999999998,0.01666666666666665,0.11666666666666665,84.721,0.28240333333333334,0.74,0.056666666666666664,0.36888666666666664,0.27092000000000005,,,,,0.15082943483849204,0.18091075617796593,0.0,0.0,10.0
gaussian,oracle,50,0.7,0.99,3,0.9,0.1,0,300,0.014392154006262065,-0.02527075812274371,-0.023327578088212175,0.030055295904981072,0.02904513559319799,0.1522222222222222,0.09999999999999998,0.19999999999999998,-0.052222222222222225,0.04777777777777778,146.15999999999997,0.4871999999999999,0.9766666666666667,0.09,0.3757244444444444,0.27092000000000005,,,,,0.15082943483849204,0.18091075617796593,0.0,0.0,10.0
gaussian,oracle,50,0.7,0.99,3,0.9,0.25,0,300,-0.006589950242369136,-0.02564102564102566,0.02994831094831102,-0.0006215840838617592,-0.0038694861031111083,0.16,0.09999999999999998,0.19999999999999998,-0.060000000000000026,0.03999999999999998,144.58700000000002,0.4819566666666667,0.9766666666666667,0.10333333333333333,0.37544999999999995,0.27092000000000005,,,,,0.15082943483849204,0.18091075617796593,0.0,0.0,10.0
gaussian,oracle,50,0.7,0.99,5,0.9,0.1,0,300,-0.03558981479428758,0.0,-0.02982222222222225,-0.003361797955204082,-0.05412211745696571,0.176,0.09999999999999998,0.19999999999999998,-0.07600000000000001,0.023999999999999994,138.208,0.46069333333333334,1.0,0.12,0.32910799999999996,0.27092000000000005,,,,,0.15082943483849204,0.18091075617796593,0.0,0.0,10.0
gaussian,oracle,50,0.7,0.99,5,0.9,0.25,0,300,-0.019520094733586957,0.0,0.01972644927536238,0.013071135319094596,-0.02772314313311819,0.17333333333333334,0.09999999999999998,0.19999999999999998,-0.07333333333333336,0.026666666666666644,129.53199999999998,0.4317733333333333,1.0,0.12333333333333334,0.3316953333333333,0.27092000000000005,,,,,0.15082943483849204,0.18091075617796593,0.0,0.0,10.0
gaussian,mle,50,0.0,0.95,1,0.9,0.1,0,300,0.39973941398901214,0.6417742841100506,0.5330690623245368,0.8048392986312713,0.8048392986312713,0.056666666666666664,0.09999999999999998,0.19999999999999998,0.043333333333333314,0.1433333333333333,166.48400000000004,0.5549466666666668,0.74,0.016666666666666666,0.9289633333333336,0.7133999999999999,1.3994,0.8116800000000002,0.7287,0.832425,0.5941182998767679,0.5858511105622557,1.7,7.075,10.0
gaussian,mle,50,0.0,0.95,1,0.9,0.25,0,300,-0.06209961511338205,-0.01179112857944975,0.007266704098820909,0.0437490209349054,0.0437490209349054,0.71,0.09999999999999998,0.19999999999999998,-0.61,-0.51,226.818,0.7560600000000001,0.72,0.5933333333333334,1.1721300000000001,0.7133999999999999,1.4169799999999997,0.8141800000000002,0.7287,0.8355499999999999,0.5941182998767679,0.5858511105622557,21.3,2.175,10.0
gaussian,mle,50,0.0,0.95,3,0.9,0.1,0,300,0.0619645654290118,-0.03302689819543758,0.001704460333673774,0.09644234921713113,0.05168818382316642,0.16333333333333333,0.09999999999999998,0.19999999999999998,-0.06333333333333335,0.03666666666666665,151.54600000000005,0.5051533333333335,0.91,0.08666666666666667,1.2519044444444445,0.7133999999999999,1.32532,0.8103999999999999,0.6784,0.8434000000000001,0.5941182998767679,0.5858511105622557,14.7,18.825,10.0
gaussian,mle,50,0.0,0.95,3,0.9,0.25,0,300,0.14858010482953404,0.03615910004017675,0.07345781438328647,0.19645334141233517,0.19450802048791394,0.11444444444444443,0.09999999999999998,0.19999999999999998,-0.014444444444444454,0.08555555555555555,171.567,0.57189,0.9,0.06333333333333334,1.1331722222222225,0.7133999999999999,1.50744,0.90464,0.779,0.93605,0.5941182998767679,0.5858511105622557,10.3,19.925,10.0
gaussian,mle,50,0.0,0.95,5,0.9,0.1,0,300,-0.03257351312441503,0.02837511133732029,0.060412647919582674,0.11238896547836708,-0.020693075086727575,0.3146666666666667,0.09999999999999998,0.19999999999999998,-0.21466666666666673,-0.11466666666666672,199.22700000000003,0.6640900000000001,0.9566666666666667,0.5366666666666666,1.443378,0.7133999999999999,1.49244,0.9349200000000001,0.6534000000000001,1.0053,0.5941182998767679,0.5858511105622557,47.2,25.7,10.0
gaussian,mle,50,0.0,0.95,5,0.9,0.25,0,300,-0.00040227814507465265,0.043636363636363584,0.14488000000000006,0.08958676240784436,0.04228479908601401,0.29533333333333334,0.09999999999999998,0.19999999999999998,-0.19533333333333336,-0.09533333333333335,161.40200000000004,0.5380066666666669,0.96,0.61,1.4153433333333332,0.7133999999999999,1.54888,1.00888,0.7162000000000001,1.08205,0.5941182998767679,0.5858511105622557,44.3,26.425,10.0
gaussian,mle,50,0.0,0.99,1,0.9,0.1,0,300,0.39973941398901214,0.6417742841100506,0.5330690623245368,0.8048392986312713,0.8048392986312713,0.056666666666666664,0.09999999999999998,0.19999999999999998,0.043333333333333314,0.1433333333333333,166.48400000000004,0.5549466666666668,0.74,0.016666666666666666,0.9289633333333336,0.7133999999999999,1.3994,0.8116800000000002,0.7287,0.832425,0.5941182998767679,0.5858511105622557,1.7,7.075,10.0
gaussian,mle,50,0.0,0.99,1,0.9,0.25,0,300,0.39973941398901214,0.6417742841100506,0.5330690623245368,0.8048392986312713,0.8048392986312713,0.056666666666666664,0.09999999999999998,0.19999999999999998,0.043333333333333314,0.1433333333333333,166.48400000000004,0.5549466666666668,0.74,0.016666666666666666,0.9289633333333336,0.7133999999999999,1.3994,0.8116800000000002,0.7287,0.832425,0.5941182998767679,0.5858511105622557,1.7,7.075,10.0
gaussian,mle,50,0.0,0.99,3,0.9,0.1,0,300,0.029405759652803842,-0.023285405267845727,-0.0015445985494337844,0.0524551697047283,0.05801653068007018,0.15888888888888886,0.09999999999999998,0.19999999999999998,-0.05888888888888888,0.041111111111111126,155.80900000000003,0.5193633333333334,0.91,0.05333333333333334,1.276961111111111,0.7133999999999999,1.6230600000000002,1.0428199999999999,1.0175,1.04915,0.5941182998767679,0.5858511105622557,14.3,18.925,10.0
gaussian,mle,50,0.0,0.99,3,0.9,0.25,0,300,0.10631170173083243,-0.01090909090909098,0.001494545454545415,0.08560046493465989,0.10719089218216649,0.15777777777777777,0.09999999999999998,0.19999999999999998,-0.05777777777777779,0.04222222222222222,181.563,0.6052099999999999,0.91,0.06333333333333334,1.297203333333333,0.7133999999999999,1.5099200000000002,0.89704,0.7662000000000001,0.9297500000000001,0.5941182998767679,0.5858511105622557,14.2,18.95,10.0
gaussian,mle,50,0.0,0.99,5,0.9,0.1,0,300,0.251959893755008,0.31153846153846154,0.3497961538461538,0.18030433499015064,0.20479746729919657,0.19599999999999998,0.09999999999999998,0.19999999999999998,-0.096,0.0040000000000000036,190.682,0.6356066666666667,0.92,0.12,1.4333873333333331,0.7133999999999999,1.59916,1.024,0.7979,1.0805250000000002,0.5941182998767679,0.5858511105622557,29.4,30.15,10.0
gaussian,mle,50,0.0,0.99,5,0.9,0.25,0,300,0.24077951831727457,0.19083557951482477,0.2221433962264151,0.15648499001408578,0.1476849196142047,0.21666666666666667,0.09999999999999998,0.19999999999999998,-0.1166666666666667,-0.01666666666666669,198.00799999999998,0.6600266666666667,0.94,0.14666666666666667,1.4254959999999999,0.7133999999999999,1.6167400000000003,1.0315400000000001,0.6722,1.121375,0.5941182998767679,0.5858511105622557,32.5,29.375,10.0
gaussian,mle,50,0.3,0.95,1,0.9,0.1,0,300,0.07376796913341385,0.4045480067377878,0.28142307692307694,0.30549348802101123,0.30549348802101123,0.056666666666666664,0.09999999999999998,0.19999999999999998,0.043333333333333314,0.1433333333333333,97.53299999999999,0.32510999999999995,0.5233333333333333,0.006666666666666667,0.8345,0.51612,1.422,0.91848,0.9423000000000001,0.9125250000000001,0.3888609402809491,0.4002863398403928,1.7,7.075,10.0
gaussian,mle,50,0.3,0.95,1,0.9,0.25,0,300,0.03265108810287383,0.09713644020213363,0.06385401459854015,0.11918627203578391,0.11918627203578391,0.06666666666666667,0.09999999999999998,0.19999999999999998,0.03333333333333331,0.1333333333333333,80.49600000000001,0.26832000000000006,0.47333333333333333,0.006666666666666667,0.7920833333333335,0.51612,1.422,0.91848,0.9423000000000001,0.9125250000000001,0.3888609402809491,0.4002863398403928,2.0,7.0,10.0
gaussian,mle,50,0.3,0.95,3,0.9,0.1,0,300,0.03519110870311837,0.2592592592592593,0.24842222222222227,0.07937507243225506,0.057482905205314516,0.14555555555555555,0.09999999999999998,0.19999999999999998,-0.04555555555555557,0.054444444444444434,139.024,0.46341333333333334,0.8,0.06333333333333334,1.28912,0.51612,1.42452,0.9913200000000001,0.9672999999999998,0.997325,0.3888609402809491,0.4002863398403928,13.1,19.225,10.0
gaussian,mle,50,0.3,0.95,3,0.9,0.25,0,300,0.11948116583235968,0.39999999999999997,0.36833454545454547,0.1928172897744601,0.1944697117081473,0.14333333333333334,0.09999999999999998,0.19999999999999998,-0.04333333333333336,0.05666666666666664,144.084,0.48028,0.8066666666666666,0.05,1.290368888888889,0.51612,1.4032000000000002,0.9699999999999999,0.7852,1.0162,0.3888609402809491,0.4002863398403928,12.9,19.275,10.0
gaussian,mle,50,0.3,0.95,5,0.9,0.1,0,300,-0.07616261881928998,-0.02457858555419523,0.016577455504284744,0.030500412685452005,-0.017612141092310685,0.29933333333333334,0.09999999999999998,0.19999999999999998,-0.19933333333333336,-0.09933333333333336,147.19600000000003,0.49065333333333344,0.93,0.6266666666666667,1.4368313333333333,0.51612,1.52126,1.0579,0.8606,1.1072250000000001,0.3888609402809491,0.4002863398403928,44.9,26.275,10.0
gaussian,mle,50,0.3,0.95,5,0.9,0.25,0,300,0.22248968431446464,0.2934472934472935,0.22948229548229546,0.16299389910202922,0.14041764382343958,0.154,0.09999999999999998,0.19999999999999998,-0.05400000000000002,0.045999999999999985,118.882,0.39627333333333337,0.8966666666666666,0.04666666666666667,1.3122113333333332,0.51612,1.70094,1.22502,1.1183,1.2517,0.3888609402809491,0.4002863398403928,23.1,31.725,10.0
gaussian,mle,50,0.3,0.99,1,0.9,0.1,0,300,0.1597230161206318,0.5687815833801235,0.3927734418865806,0.379085946351928,0.379085946351928,0.056666666666666664,0.09999999999999998,0.19999999999999998,0.043333333333333314,0.1433333333333333,128.043,0.42681,0.6733333333333333,0.006666666666666667,0.8332433333333333,0.51612,1.422,0.91848,0.9423000000000001,0.9125250000000001,0.3888609402809491,0.4002863398403928,1.7,7.075,10.0
gaussian,mle,50,0.3,0.99,1,0.9,0.25,0,300,0.1518935743276317,0.5468837731611454,0.37815665356541267,0.3688854908816022,0.3688854908816022,0.06333333333333334,0.09999999999999998,0.19999999999999998,0.03666666666666664,0.13666666666666666,124.03799999999998,0.41345999999999994,0.6533333333333333,0.01,0.83953,0.51612,1.41572,0.9222400000000001,0.9423000000000001,0.917225,0.3888609402809491,0.4002863398403928,1.9,7.025,10.0
gaussian,mle,50,0.3,0.99,3,0.9,0.1,0,300,0.07195002673725154,0.3470149253731343,0.27999720149253726,0.08965132617337002,0.06371220709648995,0.15444444444444444,0.09999999999999998,0.19999999999999998,-0.05444444444444446,0.045555555555555544,141.433,0.4714433333333333,0.81,0.06,1.2802533333333335,0.51612,1.53132,1.0830399999999998,1.0741,1.085275,0.3888609402809491,0.4002863398403928,13.9,19.025,10.0
gaussian,mle,50,0.3,0.99,3,0.9,0.25,0,300,0.07239096358187946,0.3009874021109976,0.24001327885597556,0.09767837509348554,0.06821889997836506,0.15444444444444444,0.09999999999999998,0.19999999999999998,-0.05444444444444446,0.045555555555555544,140.22899999999998,0.46742999999999996,0.8133333333333334,0.07666666666666666,1.2542855555555554,0.51612,1.4496600000000004,1.0039,0.961,1.014625,0.3888609402809491,0.4002863398403928,13.9,19.025,10.0
gaussian,mle,50,0.3,0.99,5,0.9,0.1,0,300,0.11309700300731199,0.4095215253627533,0.41570320182276055,0.1269544517652027,0.16019001641303043,0.176,0.09999999999999998,0.19999999999999998,-0.07600000000000001,0.023999999999999994,157.87900000000002,0.5262633333333334,0.8833333333333333,0.09,1.42031,0.51612,1.43204,0.9738,0.8293000000000001,1.009925,0.3888609402809491,0.4002863398403928,26.4,30.9,10.0
gaussian,mle,50,0.3,0.99,5,0.9,0.25,0,300,-0.038046345442679985,0.009659849964032463,0.04933018189291949,0.0406642964551861,-0.019552960535276,0.17666666666666667,0.09999999999999998,0.19999999999999998,-0.07666666666666669,0.023333333333333317,155.336,0.5177866666666667,0.8733333333333333,0.12666666666666668,1.3921233333333334,0.51612,1.29888,0.8506,0.7664,0.87165,0.3888609402809491,0.4002863398403928,26.5,30.875,10.0
gaussian,mle,50,0.7,0.95,1,0.9,0.1,0,300,0.05102044552194414,0.08197641774284115,0.05900673778775967,0.1065093521320365,0.1065093521320365,0.07333333333333333,0.09999999999999998,0.19999999999999998,0.026666666666666644,0.12666666666666665,130.06399999999996,0.4335466666666665,0.6133333333333333,0.0033333333333333335,0.9286366666666667,0.27092000000000005,1.41202,1.1411,1.2128999999999999,1.12315,0.15082943483849204,0.18091075617796593,2.2,6.95,10.0
gaussian,mle,50,0.7,0.95,1,0.9,0.25,0,300,0.045054398524086506,0.06372824256035936,0.04548483997754066,0.08864331378496626,0.08864331378496626,0.07333333333333333,0.09999999999999998,0.19999999999999998,0.026666666666666644,0.12666666666666665,126.35899999999998,0.4211966666666666,0.5966666666666667,0.0033333333333333335,0.9315733333333333,0.27092000000000005,1.4006999999999998,1.12978,1.2254,1.105875,0.15082943483849204,0.18091075617796593,2.2,6.95,10.0
gaussian,mle,50,0.7,0.95,3,0.9,0.1,0,300,-0.021577935868676207,-0.03801415037774314,-0.028294999400407722,0.011564017651909564,-0.03007850441826565,0.16333333333333333,0.09999999999999998,0.19999999999999998,-0.06333333333333335,0.03666666666666665,55.40799999999999,0.1846933333333333,0.6433333333333333,0.013333333333333334,1.2859944444444442,0.27092000000000005,1.59794,1.33706,1.3256999999999999,1.3399,0.15082943483849204,0.18091075617796593,14.7,18.825,10.0
gaussian,mle,50,0.7,0.95,3,0.9,0.25,0,300,-0.010771381740301761,-0.05818181818181822,-0.0029381818181817843,0.006557480598556487,0.018175664600707964,0.16333333333333333,0.09999999999999998,0.19999999999999998,-0.06333333333333335,0.03666666666666665,132.536,0.44178666666666666,0.7466666666666667,0.013333333333333334,1.3754266666666668,0.27092000000000005,1.68958,1.4261800000000002,1.2943000000000002,1.45915,0.15082943483849204,0.18091075617796593,14.7,18.825,10.0
gaussian,mle,50,0.7,0.95,5,0.9,0.1,0,300,-0.020269648196061307,-0.11100746268656714,0.013776585820895526,0.0283920305296127,0.00831199765795465,0.18333333333333332,0.09999999999999998,0.19999999999999998,-0.08333333333333334,0.016666666666666663,140.764,0.46921333333333337,0.7133333333333334,0.02666666666666667,1.5322206666666667,0.27092000000000005,1.7322400000000002,1.46132,1.4011,1.476375,0.15082943483849204,0.18091075617796593,27.5,30.625,10.0
gaussian,mle,50,0.7,0.95,5,0.9,0.25,0,300,-0.04049528993436055,-0.13113666519239275,-0.029761831048208787,0.019278853173048283,-0.023190784923115215,0.18266666666666664,0.09999999999999998,0.19999999999999998,-0.08266666666666667,0.01733333333333334,145.70100000000002,0.48567000000000005,0.7366666666666667,0.023333333333333334,1.5316739999999998,0.27092000000000005,1.7863600000000002,1.5229599999999999,1.4954,1.5298500000000002,0.15082943483849204,0.18091075617796593,27.4,30.65,10.0
gaussian,mle,50,0.7,0.99,1,0.9,0.1,0,300,0.018646492612169625,0.1476698483997754,0.06597754070746771,0.1358186597849149,0.1358186597849149,0.06,0.09999999999999998,0.19999999999999998,0.03999999999999998,0.13999999999999999,20.823999999999998,0.06941333333333333,0.17333333333333334,0.0033333333333333335,0.6891866666666666,0.27092000000000005,1.4521600000000001,1.18124,1.2316,1.16865,0.15082943483849204,0.18091075617796593,1.8,7.05,10.0
gaussian,mle,50,0.7,0.99,1,0.9,0.25,0,300,0.019833350098704836,0.15496911847276812,0.06725491297024144,0.12138530416230292,0.12138530416230292,0.07666666666666666,0.09999999999999998,0.19999999999999998,0.023333333333333317,0.12333333333333332,21.174,0.07058,0.18,0.0033333333333333335,0.7117666666666665,0.27092000000000005,1.44466,1.17374,1.2128999999999999,1.16395,0.15082943483849204,0.18091075617796593,2.3,6.925,10.0
gaussian,mle,50,0.7,0.99,3,0.9,0.1,0,300,-0.05218842435941734,-0.0714285714285714,-0.022625000000000006,0.0037477740182748076,-0.03510644047530276,0.15666666666666668,0.09999999999999998,0.19999999999999998,-0.0566666666666667,0.04333333333333331,134.69599999999997,0.4489866666666666,0.7566666666666667,0.013333333333333334,1.3823422222222224,0.27092000000000005,1.4558999999999997,1.20002,1.2191,1.1952500000000001,0.15082943483849204,0.18091075617796593,14.1,18.975,10.0
gaussian,mle,50,0.7,0.99,3,0.9,0.25,0,300,-0.08744683646331156,-0.10997304582210243,-0.06787547169811325,-0.008909370932155991,-0.09338266528113992,0.1611111111111111,0.09999999999999998,0.19999999999999998,-0.061111111111111116,0.03888888888888889,135.373,0.4512433333333333,0.76,0.013333333333333334,1.3687233333333333,0.27092000000000005,1.6997200000000001,1.43632,1.464,1.4294,0.15082943483849204,0.18091075617796593,14.5,18.875,10.0
gaussian,mle,50,0.7,0.99,5,0.9,0.1,0,300,-0.03874853154547017,-0.14141414141414144,-0.04841792929292932,0.019480802170044276,-0.0294510905514469,0.186,0.09999999999999998,0.19999999999999998,-0.08600000000000002,0.013999999999999985,145.70100000000002,0.48567000000000005,0.7366666666666667,0.023333333333333334,1.5324686666666667,0.27092000000000005,1.7311400000000003,1.4677399999999998,1.508,1.457675,0.15082943483849204,0.18091075617796593,27.9,30.525,10.0
gaussian,mle,50,0.7,0.99,5,0.9,0.25,0,300,-0.040574200610048156,-0.12563840653728298,-0.02065032345931228,0.02549765139012783,-0.01881728441534669,0.18266666666666664,0.09999999999999998,0.19999999999999998,-0.08266666666666667,0.01733333333333334,145.45000000000005,0.4848333333333335,0.7366666666666667,0.023333333333333334,1.5307106666666668,0.27092000000000005,1.67836,1.4149599999999998,1.3949000000000003,1.419975,0.15082943483849204,0.18091075617796593,27.4,30.65,10.0
zipfian,fixed,50,0.0,0.95,1,0.9,0.1,0,300,0.5032761554618456,0.6218181818181818,0.4663636363636363,0.7940452042069215,0.7940452042069215,0.08,0.09999999999999998,0.19999999999999998,0.019999999999999976,0.11999999999999998,137.25,0.4575,0.61,0.0033333333333333335,0.75,0.3353999999999999,,,,,0.08371949256448197,0.1005905383770542,0.0,0.0,10.0
zipfian,fixed,50,0.0,0.95,1,0.9,0.25,0,300,0.40816087729226697,0.46181818181818185,0.3463636363636364,0.6120287309607779,0.6120287309607779,0.10333333333333333,0.09999999999999998,0.19999999999999998,-0.003333333333333355,0.09666666666666665,113.25,0.3775,0.5033333333333333,0.006666666666666667,0.75,0.3353999999999999,,,,,0.08371949256448197,0.1005905383770542,0.0,0.0,10.0
zipfian,fixed,50,0.0,0.95,3,0.9,0.1,0,300,0.3117312191869258,0.46014492753623193,0.34510869565217395,0.10394209645311941,0.4379612671876155,0.1688888888888889,0.09999999999999998,0.19999999999999998,-0.06888888888888892,0.03111111111111109,151.5,0.505,0.6733333333333333,0.02,0.75,0.3353999999999999,,,,,0.08371949256448197,0.1005905383770542,0.0,0.0,10.0
zipfian,fixed,50,0.0,0.95,3,0.9,0.25,0,300,0.3522742056431286,0.427547363031234,0.32066052227342545,0.1019411488982212,0.44087120386736556,0.17333333333333334,0.09999999999999998,0.19999999999999998,-0.07333333333333336,0.026666666666666644,153.75,0.5125,0.6833333333333333,0.02,0.75,0.3353999999999999,,,,,0.08371949256448197,0.1005905383770542,0.0,0.0,10.0
zipfian,fixed,50,0.0,0.95,5,0.9,0.1,0,300,0.375404764104619,0.380952380952381,0.2857142857142857,0.02450624504926341,0.46915854966586024,0.18733333333333332,0.09999999999999998,0.19999999999999998,-0.08733333333333335,0.01266666666666666,153.0,0.51,0.68,0.03,0.75,0.3353999999999999,,,,,0.08371949256448197,0.1005905383770542,0.0,0.0,10.0
zipfian,fixed,50,0.0,0.95,5,0.9,0.25,0,300,0.26587331230168765,0.3111111111111111,0.23333333333333334,-0.006672211812440931,0.3161758976341177,0.18199999999999997,0.09999999999999998,0.19999999999999998,-0.08199999999999999,0.018000000000000016,153.0,0.51,0.68,0.04,0.75,0.3353999999999999,,,,,0.08371949256448197,0.1005905383770542,0.0,0.0,10.0
zipfian,fixed,50,0.0,0.99,1,0.9,0.1,0,300,0.5032761554618456,0.6218181818181818,0.4663636363636363,0.7940452042069215,0.7940452042069215,0.08,0.09999999999999998,0.19999999999999998,0.019999999999999976,0.11999999999999998,137.25,0.4575,0.61,0.0033333333333333335,0.75,0.3353999999999999,,,,,0.08371949256448197,0.1005905383770542,0.0,0.0,10.0
zipfian,fixed,50,0.0,0.99,1,0.9,0.25,0,300,0.5032761554618456,0.6218181818181818,0.4663636363636363,0.7940452042069215,0.7940452042069215,0.08,0.09999999999999998,0.19999999999999998,0.019999999999999976,0.11999999999999998,137.25,0.4575,0.61,0.0033333333333333335,0.75,0.3353999999999999,,,,,0.08371949256448197,0.1005905383770542,0.0,0.0,10.0
zipfian,fixed,50,0.0,0.99,3,0.9,0.1,0,300,0.33388416999045467,0.427547363031234,0.32066052227342545,0.09646691829432824,0.42299173793449363,0.16555555555555557,0.09999999999999998,0.19999999999999998,-0.06555555555555559,0.034444444444444416,153.75,0.5125,0.6833333333333333,0.02,0.75,0.3353999999999999,,,,,0.08371949256448197,0.1005905383770542,0.0,0.0,10.0
zipfian,fixed,50,0.0,0.99,3,0.9,0.25,0,300,0.31113513869651477,0.46014492753623193,0.34510869565217395,0.10360464257541907,0.4373651866972045,0.1711111111111111,0.09999999999999998,0.19999999999999998,-0.07111111111111112,0.02888888888888888,151.5,0.505,0.6733333333333333,0.02,0.75,0.3353999999999999,,,,,0.08371949256448197,0.1005905383770542,0.0,0.0,10.0
zipfian,fixed,50,0.0,0.99,5,0.9,0.1,0,300,0.31149204075672576,0.34391534391534395,0.2579365079365079,0.006740240319623558,0.4003639251912423,0.18533333333333332,0.09999999999999998,0.19999999999999998,-0.08533333333333334,0.014666666666666661,153.75,0.5125,0.6833333333333333,0.03333333333333333,0.75,0.3353999999999999,,,,,0.08371949256448197,0.1005905383770542,0.0,0.0,10.0
zipfian,fixed,50,0.0,0.99,5,0.9,0.25,0,300,0.1293608621607908,0.3918067226890756,0.2938550420168067,-0.05281572142984703,0.21230067051087798,0.18866666666666668,0.09999999999999998,0.19999999999999998,-0.0886666666666667,0.011333333333333306,152.25,0.5075,0.6766666666666666,0.03,0.75,0.3353999999999999,,,,,0.08371949256448197,0.1005905383770542,0.0,0.0,10.0
zipfian,fixed,50,0.3,0.95,1,0.9,0.1,0,300,0.4046584668823859,0.6581818181818182,0.49363636363636365,0.5231607327342052,0.5231607327342052,0.08,0.09999999999999998,0.19999999999999998,0.019999999999999976,0.11999999999999998,135.75,0.4525,0.6033333333333334,0.0,0.75,0.25623999999999997,,,,,0.06283405220701195,0.09049623481161133,0.0,0.0,10.0
zipfian,fixed,50,0.3,0.95,1,0.9,0.25,0,300,0.31711014404365284,0.49454545454545457,0.37090909090909085,0.37621415559862986,0.37621415559862986,0.11333333333333333,0.09999999999999998,0.19999999999999998,-0.01333333333333335,0.08666666666666666,111.0,0.37,0.49333333333333335,0.0033333333333333335,0.75,0.25623999999999997,,,,,0.06283405220701195,0.09049623481161133,0.0,0.0,10.0
zipfian,fixed,50,0.3,0.95,3,0.9,0.1,0,300,0.32571896621722674,0.49818840579710144,0.37364130434782605,0.08517098448257121,0.4129599715913106,0.1688888888888889,0.09999999999999998,0.19999999999999998,-0.06888888888888892,0.03111111111111109,150.0,0.5,0.6666666666666666,0.016666666666666666,0.75,0.25623999999999997,,,,,0.06283405220701195,0.09049623481161133,0.0,0.0,10.0
zipfian,fixed,50,0.3,0.95,3,0.9,0.25,0,300,0.3508901041122884,0.5192012288786483,0.38940092165898615,0.07512471204950039,0.4383973613178811,0.16777777777777778,0.09999999999999998,0.19999999999999998,-0.0677777777777778,0.03222222222222221,151.5,0.505,0.6733333333333333,0.013333333333333334,0.75,0.25623999999999997,,,,,0.06283405220701195,0.09049623481161133,0.0,0.0,10.0
zipfian,fixed,50,0.3,0.95,5,0.9,0.1,0,300,0.1805220536283978,0.37992831541218636,0.28494623655913975,-0.047903040405485875,0.2346760356911084,0.18866666666666665,0.09999999999999998,0.19999999999999998,-0.08866666666666667,0.011333333333333334,154.5,0.515,0.6866666666666666,0.023333333333333334,0.75,0.25623999999999997,,,,,0.06283405220701195,0.09049623481161133,0.0,0.0,10.0
zipfian,fixed,50,0.3,0.95,5,0.9,0.25,0,300,0.29479138555165474,0.4979004962463418,0.37342537218475635,-0.0005707989029170024,0.3566000196642475,0.184,0.09999999999999998,0.19999999999999998,-0.08400000000000002,0.015999999999999986,147.75,0.4925,0.6566666666666666,0.02,0.75,0.25623999999999997,,,,,0.06283405220701195,0.09049623481161133,0.0,0.0,10.0
zipfian,fixed,50,0.3,0.99,1,0.9,0.1,0,300,0.4046584668823859,0.6581818181818182,0.49363636363636365,0.5231607327342052,0.5231607327342052,0.08,0.09999999999999998,0.19999999999999998,0.019999999999999976,0.11999999999999998,135.75,0.4525,0.6033333333333334,0.0,0.75,0.25623999999999997,,,,,0.06283405220701195,0.09049623481161133,0.0,0.0,10.0
zipfian,fixed,50,0.3,0.99,1,0.9,0.25,0,300,0.4046584668823859,0.6581818181818182,0.49363636363636365,0.5231607327342052,0.5231607327342052,0.08,0.09999999999999998,0.19999999999999998,0.019999999999999976,0.11999999999999998,135.75,0.4525,0.6033333333333334,0.0,0.75,0.25623999999999997,,,,,0.06283405220701195,0.09049623481161133,0.0,0.0,10.0
zipfian,fixed,50,0.3,0.99,3,0.9,0.1,0,300,0.3432038479787088,0.47158218125960066,0.3536866359447004,0.07411531545117961,0.41515682004964916,0.16555555555555557,0.09999999999999998,0.19999999999999998,-0.06555555555555559,0.034444444444444416,152.25,0.5075,0.6766666666666666,0.016666666666666666,0.75,0.25623999999999997,,,,,0.06283405220701195,0.09049623481161133,0.0,0.0,10.0
zipfian,fixed,50,0.3,0.99,3,0.9,0.25,0,300,0.3162821755998003,0.4736103312745648,0.3552077484559237,0.08188159745783391,0.3803370610431107,0.16555555555555554,0.09999999999999998,0.19999999999999998,-0.06555555555555556,0.034444444444444444,149.25,0.4975,0.6633333333333333,0.02,0.75,0.25623999999999997,,,,,0.06283405220701195,0.09049623481161133,0.0,0.0,10.0
zipfian,fixed,50,0.3,0.99,5,0.9,0.1,0,300,0.24450123721840838,0.43703703703703706,0.3277777777777778,-0.02352850085958036,0.29348894943076975,0.188,0.09999999999999998,0.19999999999999998,-0.08800000000000002,0.011999999999999983,148.5,0.495,0.66,0.02666666666666667,0.75,0.25623999999999997,,,,,0.06283405220701195,0.09049623481161133,0.0,0.0,10.0
